,Tags_Will revert after reading the email,Total Time Spent on Website,Lead Profile_Potential Lead,Last Notable Activity_SMS Sent,Lead Origin_Lead Add Form,Lead Profile_Unspecified,What is your current occupation_Working Professional,Last Activity_SMS Sent,Tags_Interested in other courses,Tags_Ringing,Lead Source_Reference,What is your current occupation_Unemployed,Last Notable Activity_Modified,Last Activity_Olark Chat Conversation,Tags_Closed by Horizzon,Specialization_Unspecified,Tags_switched off,Specialization_Operations Management,Tags_Lateral student,Do Not Email_Yes,Tags_Lost to Others,Tags_number not provided,Tags_in touch with EINS,Specialization_International Business,TotalVisits,Specialization_Human Resource Management,Last Activity_Email Bounced,Tags_invalid number,Tags_Graduation in progress,Lead Source_Social Media,Specialization_Rural and Agribusiness,Tags_Still Thinking,Tags_opp hangup,Last Notable Activity_Email Received,Tags_Interested  in full time MBA,Lead Source_Olark Chat,Lead Origin_Landing Page Submission,Last Activity_Page Visited on Website,Lead Profile_Student of SomeSchool,Tags_wrong number given,Lead Source_blog,Lead Source_Welingak Website,How did you hear about X Education_Student of SomeSchool,What is your current occupation_Other,Tags_Not doing further education,Last Activity_View in browser link Clicked,Specialization_IT Projects Management,Tags_Busy,Specialization_E-COMMERCE,Last Notable Activity_Resubscribed to emails,Lead Source_Direct Traffic,Last Activity_Unreachable,City_Tier II Cities,How did you hear about X Education_SMS,Last Activity_Resubscribed to emails,Tags_In confusion whether part time or DLP,Lead Source_Pay per Click Ads,Last Notable Activity_View in browser link Clicked,Lead Profile_Lateral Student,Lead Profile_Other Leads,Lead Source_Google,Page Views Per Visit,Tags_Want to take admission but has financial problems,City_Other Metro Cities,Tags_Interested in Next batch,Last Activity_Visited Booth in Tradeshow,Lead Origin_Quick Add Form,Lead Source_Press_Release,Last Activity_Unsubscribed,Last Activity_Converted to Lead,Lead Source_bing,Lead Origin_Lead Import,Last Activity_Email Received,How did you hear about X Education_Unspecified,What matters most to you in choosing a course_Other,Lead Source_Live Chat,How did you hear about X Education_Other,Last Notable Activity_Email Opened,Last Activity_Email Opened,Lead Source_Organic Search,Lead Source_welearnblog_Home,Last Notable Activity_Page Visited on Website,Last Activity_Email Link Clicked,City_Other Cities of Maharashtra,Lead Source_Others,Last Notable Activity_Unsubscribed,Specialization_Services Excellence,Converted
6903,False,1.999420549053918,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1
8865,False,-0.8794893482651678,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6276,False,-0.43251030844059485,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6516,False,1.0178910656840396,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.5639343376252213,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.2656140956780376,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5854,False,1.9355664005075506,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,2.1204473949061278,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.37649577810204116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2268,False,-0.8904357737302593,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3844,False,1.764072401554449,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.2770875728298379,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3733,False,-0.8904357737302593,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
3185,False,1.0270130869049492,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1
5279,False,1.373649893299516,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6512895128050066,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
2367,False,0.5307751324874643,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
3502,False,1.6947450402755357,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.2770875728298379,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0
1207,False,-0.6952245196027927,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3128990300124157,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
6915,False,0.4322573033016401,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.511730038108394,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7949933014211268,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0
1730,False,1.218575532544052,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.6621178914984045,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-0.6512895128050066,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8089,True,-0.8904357737302593,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
443,False,-0.6167751371029698,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.410242377100651,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0
273,False,-0.3540609259407718,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.07185189430806015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0
